assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
AgBase	UniProtKB:P61586	RHOA	PMID:19887681		GO:0060193	positive regulation of lipase activity	IDA			20150330	UniProtKB:Q9FD10	NCBITaxon:9606
AgBase	UniProtKB:P61586	RHOA	PMID:22740689		GO:0060193	positive regulation of lipase activity	IMP			20150626	UniProtKB:Q9FD10	NCBITaxon:9606
UniProt	UniProtKB:P61586	RHOA	PMID:8617235		GO:0071902	positive regulation of protein serine/threonine kinase activity	IDA			20160310		NCBITaxon:9606
UniProt	UniProtKB:P14735	IDE	PMID:9830016		GO:0032092	positive regulation of protein binding	IDA			20191112	UniProtKB:P05067|GO:0042802	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9BZL6	PRKD2	PMID:20497126		GO:0032793	positive regulation of CREB transcription factor activity	IGI	UniProtKB:Q15139		20120228	CL:0002618	NCBITaxon:9606
UniProt	UniProtKB:Q9BZL6	PRKD2	PMID:19192391		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20111214		NCBITaxon:9606
UniProt	UniProtKB:Q9BZL6	PRKD2	PMID:15604256		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20111214		NCBITaxon:9606
UniProt	UniProtKB:Q9BZL6	PRKD2	PMID:16928771		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20111214		NCBITaxon:9606
UniProt	UniProtKB:Q9BZL6	PRKD2	PMID:28428613		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20170612		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9BZL6	PRKD2	PMID:20497126		GO:1901727	positive regulation of histone deacetylase activity	IGI	UniProtKB:Q15139		20130424	UniProtKB:Q9UQL6|CL:0002618	NCBITaxon:9606
UniProt	UniProtKB:Q86UE4	MTDH	PMID:16452207		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20090115		NCBITaxon:9606
UniProt	UniProtKB:Q86UE4	MTDH	PMID:18316612		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20110118		NCBITaxon:9606
UniProt	UniProtKB:Q9BZG2	ACP4	PMID:15219672		GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	IDA			20180427		NCBITaxon:9606
MGI	UniProtKB:Q6NUP7	PPP4R4	PMID:18715871		GO:0032515	negative regulation of phosphoprotein phosphatase activity	IDA			20120611		NCBITaxon:9606
MGI	UniProtKB:Q6NUP7	PPP4R4	PMID:18715871		GO:0080163	regulation of protein serine/threonine phosphatase activity	IDA			20120611		NCBITaxon:9606
CACAO	UniProtKB:Q03405	PLAUR	PMID:22984561		GO:0043388	positive regulation of DNA binding	IDA			20121002		NCBITaxon:9606
CACAO	UniProtKB:Q03405	PLAUR	PMID:22984561		GO:2001268	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	IMP			20121118		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q9BZE4	GTPBP4	PMID:17210637		GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	IDA			20070704		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q9BZE4	GTPBP4	PMID:17210637		GO:0033342	negative regulation of collagen binding	IMP			20070718		NCBITaxon:9606
MGI	UniProtKB:O60260	PRKN	PMID:24187134		GO:0033132	negative regulation of glucokinase activity	IDA			20140407		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:O60260	PRKN	PMID:26911690		GO:0032092	positive regulation of protein binding	IMP			20160921	UniProtKB:Q96NA2|UniProtKB:P51149	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:O60260	PRKN	PMID:17314283		GO:0043388	positive regulation of DNA binding	IDA			20140903		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:O60260	PRKN	PMID:22314364		GO:1902283	negative regulation of primary amine oxidase activity	IMP			20150317	CHEBI:18243	NCBITaxon:9606
ARUK-UCL	UniProtKB:Q9BZC7	ABCA2	PMID:21810484		GO:1905598	negative regulation of low-density lipoprotein receptor activity	IDA			20190726	CL:0000540	NCBITaxon:9606
UniProt	UniProtKB:Q8IU85	CAMK1D	PMID:16324104		GO:0032793	positive regulation of CREB transcription factor activity	IDA			20110913		NCBITaxon:9606
UniProt	UniProtKB:Q8IU68	TMC8	PMID:23429285		GO:0032091	negative regulation of protein binding	IDA			20191113	UniProtKB:Q12933|UniProtKB:Q15628	NCBITaxon:9606
UniProt	UniProtKB:Q08999	RBL2	PMID:16286473		GO:0043550	regulation of lipid kinase activity	IDA			20060717		NCBITaxon:9606
BHF-UCL	UniProtKB:Q13642	FHL1	PMID:18281375		GO:1901016	regulation of potassium ion transmembrane transporter activity	IDA			20120919	UniProtKB:P22460	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:P23560	BDNF	PMID:12130635		GO:1900122	positive regulation of receptor binding	IDA			20161027	UniProtKB:P46459	NCBITaxon:9606
UniProt	UniProtKB:Q9BYX2	TBC1D2	PMID:20116244		GO:0043547	positive regulation of GTPase activity	IDA			20110719		NCBITaxon:9606
UniProt	UniProtKB:P04406	GAPDH	PMID:22832495		GO:0010951	negative regulation of endopeptidase activity	IDA			20170425		NCBITaxon:9606
CAFA	UniProtKB:Q9H227	GBA3	PMID:26193330		GO:1903017	positive regulation of exo-alpha-sialidase activity	IDA			20161209		NCBITaxon:9606
ARUK-UCL	UniProtKB:P78423	CX3CL1	PMID:10869418		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IGI	UniProtKB:P35411		20180605	CL:0002608	NCBITaxon:9606
CAFA	UniProtKB:P01911	HLA-DRB1	PMID:24942581		GO:0033674	positive regulation of kinase activity	IDA			20191219		NCBITaxon:9606
BHF-UCL	UniProtKB:P78417	GSTO1	PMID:11035031		GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	IDA			20121220		NCBITaxon:9606
BHF-UCL	UniProtKB:P78417	GSTO1	PMID:11035031		GO:0060316	positive regulation of ryanodine-sensitive calcium-release channel activity	IDA			20121220		NCBITaxon:9606
UniProt	UniProtKB:P51572	BCAP31	PMID:21183955		GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20110929		NCBITaxon:9606
UniProt	UniProtKB:Q92622	RUBCN	PMID:21062745		GO:0043553	negative regulation of phosphatidylinositol 3-kinase activity	IDA			20150422		NCBITaxon:9606
BHF-UCL	UniProtKB:Q8TD23	ZNF675	PMID:11751921		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20110704		NCBITaxon:9606
BHF-UCL	UniProtKB:Q8TD23	ZNF675	PMID:11751921		GO:0043508	negative regulation of JUN kinase activity	IDA			20110704		NCBITaxon:9606
BHF-UCL	UniProtKB:Q8TD23	ZNF675	PMID:11751921		GO:2000678	negative regulation of transcription regulatory region DNA binding	IDA			20110704		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q9UIG8	SLCO3A1	PMID:24945726		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20191127	CL:0002518	NCBITaxon:9606
BHF-UCL	UniProtKB:P51532	SMARCA4	PMID:11950834		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20090420		NCBITaxon:9606
BHF-UCL	UniProtKB:P51532	SMARCA4	PMID:17938176		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20090420		NCBITaxon:9606
BHF-UCL	UniProtKB:Q8TD08	MAPK15	PMID:21531765		GO:0051973	positive regulation of telomerase activity	IDA			20151030	UniProtKB:O14746	NCBITaxon:9606
BHF-UCL	UniProtKB:Q8TD08	MAPK15	PMID:21531765		GO:0051973	positive regulation of telomerase activity	IMP			20151030	UniProtKB:O14746	NCBITaxon:9606
UniProt	UniProtKB:P26367	PAX6	PMID:20725088		GO:1904798	positive regulation of core promoter binding	IDA			20181008	UniProtKB:P04637|CL:0000066	NCBITaxon:9606
UniProt	UniProtKB:Q9HCC9	ZFYVE28	PMID:19460345		GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	IMP			20090524		NCBITaxon:9606
UniProt	UniProtKB:Q9H0E7	USP44	PMID:17443180		GO:1904667	negative regulation of ubiquitin protein ligase activity	IMP			20100601		NCBITaxon:9606
UniProt	UniProtKB:Q8TCI5	PIFO	PMID:20643351		GO:0033674	positive regulation of kinase activity	IMP			20111010		NCBITaxon:9606
UniProt	UniProtKB:Q5H9I0	TFDP3	PMID:17062573		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20200219	UniProtKB:Q01094|UniProtKB:O00716|UniProtKB:Q16254|UniProtKB:Q15329|UniProtKB:Q15329	NCBITaxon:9606
UniProt	UniProtKB:Q15070	OXA1L	PMID:17936786		GO:0032780	negative regulation of ATP-dependent activity	IMP			20080908		NCBITaxon:9606
UniProt	UniProtKB:Q15070	OXA1L	PMID:17936786		GO:0051354	negative regulation of oxidoreductase activity	IMP			20080908		NCBITaxon:9606
UniProt	UniProtKB:Q86WI3	NLRC5	PMID:20434986		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20100804		NCBITaxon:9606
UniProt	UniProtKB:Q86WI3	NLRC5	PMID:20434986		GO:0043549	regulation of kinase activity	IDA			20100827		NCBITaxon:9606
BHF-UCL	UniProtKB:P14923	JUP	PMID:14661054		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20100211		NCBITaxon:9606
BHF-UCL	UniProtKB:P61769	B2M	PMID:18353247		GO:0032092	positive regulation of protein binding	IGI	UniProtKB:P02787|UniProtKB:Q07891|UniProtKB:Q30201|UniProtKB:Q9UP52		20150702	UniProtKB:Q9UP52	NCBITaxon:9606
BHF-UCL	UniProtKB:P61769	B2M	PMID:9465039		GO:1900121	negative regulation of receptor binding	IDA			20150422	UniProtKB:P02787	NCBITaxon:9606
BHF-UCL	UniProtKB:P61769	B2M	PMID:18353247		GO:1900122	positive regulation of receptor binding	IGI	UniProtKB:P02787|UniProtKB:Q07891|UniProtKB:Q30201|UniProtKB:Q9UP52		20150702	UniProtKB:P02787	NCBITaxon:9606
BHF-UCL	UniProtKB:P61769	B2M	PMID:18353247		GO:1904434	positive regulation of ferrous iron binding	IGI	UniProtKB:P02786|UniProtKB:P02787|UniProtKB:Q30201|UniProtKB:Q9UP52		20150707		NCBITaxon:9606
BHF-UCL	UniProtKB:P61769	B2M	PMID:18353247		GO:1904437	positive regulation of transferrin receptor binding	IGI	UniProtKB:P02786|UniProtKB:P02787|UniProtKB:Q30201|UniProtKB:Q9UP52		20150707		NCBITaxon:9606
UniProt	UniProtKB:Q15058	KIF14	PMID:24784001		GO:0032147	activation of protein kinase activity	IMP			20141114		NCBITaxon:9606
UniProt	UniProtKB:Q15048	LRRC14	PMID:27426725		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20170714		NCBITaxon:9606
UniProt	UniProtKB:Q15042	RAB3GAP1	PMID:10859313		GO:0043087	regulation of GTPase activity	IDA			20050519		NCBITaxon:9606
UniProt	UniProtKB:Q15042	RAB3GAP1	PMID:24891604		GO:0043547	positive regulation of GTPase activity	IMP			20150915	UniProtKB:P20336|UniProtKB:P20337|UniProtKB:Q96E17|UniProtKB:P20339|UniProtKB:Q86YS6	NCBITaxon:9606
UniProt	UniProtKB:Q15041	ARL6IP1	PMID:12754298		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20160322		NCBITaxon:9606
UniProt	UniProtKB:Q02962	PAX2	PMID:10980123		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20110412		NCBITaxon:9606
UniProt	UniProtKB:Q02962	PAX2	PMID:17357786		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20110413		NCBITaxon:9606
UniProt	UniProtKB:O00182	LGALS9	PMID:25754930		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20150622	CL:0001056|GO:0098586	NCBITaxon:9606
UniProt	UniProtKB:O00182	LGALS9	PMID:24465902		GO:2001269	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	IMP			20150512	CL:0000097|UniProtKB:P42574|UniProtKB:P55210	NCBITaxon:9606
BHF-UCL	UniProtKB:O00175	CCL24	PMID:19525930		GO:0043547	positive regulation of GTPase activity	IDA			20091106		NCBITaxon:9606
UniProt	UniProtKB:P41223	BUD31	PMID:25091737		GO:2000825	positive regulation of androgen receptor activity	IDA			20150929		NCBITaxon:9606
BHF-UCL	UniProtKB:P41221	WNT5A	PMID:20034610		GO:0032148	activation of protein kinase B activity	IDA			20210421		NCBITaxon:9606
BHF-UCL	UniProtKB:P41221	WNT5A	PMID:20032469		GO:0043507	positive regulation of JUN kinase activity	IMP			20210421		NCBITaxon:9606
BHF-UCL	UniProtKB:P41221	WNT5A	PMID:20034610		GO:0043507	positive regulation of JUN kinase activity	IDA			20210421		NCBITaxon:9606
UniProt	UniProtKB:P41221	WNT5A	PMID:18287027		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20100308		NCBITaxon:9606
CACAO	UniProtKB:P41221	WNT5A	PMID:12086864		GO:1900020	positive regulation of protein kinase C activity	IMP			20130219		NCBITaxon:9606
ARUK-UCL	UniProtKB:P41217	CD200	PMID:26670206		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20180718	CL:0000235|GO:0071222|GO:0071346	NCBITaxon:9606
ARUK-UCL	UniProtKB:P41217	CD200	PMID:26670206		GO:0032793	positive regulation of CREB transcription factor activity	IDA			20180718	CL:0000235|GO:0071222|GO:0071346	NCBITaxon:9606
ARUK-UCL	UniProtKB:P41217	CD200	PMID:26670206		GO:0150072	positive regulation of arginase activity	IGI	UniProtKB:P21272		20180730	UniProtKB:P05089|CL:0000235	NCBITaxon:9606
ARUK-UCL	UniProtKB:P41217	CD200	PMID:26670206		GO:0150074	positive regulation of protein-glutamine gamma-glutamyltransferase activity	IGI	UniProtKB:P21272		20180730	UniProtKB:P21980|CL:0000235	NCBITaxon:9606
UniProt	UniProtKB:P68400	CSNK2A1	PMID:16193064		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20111206		NCBITaxon:9606
UniProt	UniProtKB:Q56P42	PYDC2	PMID:17339483		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20150402		NCBITaxon:9606
UniProt	UniProtKB:Q56P42	PYDC2	PMID:24871464		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20150402		NCBITaxon:9606
UniProt	UniProtKB:Q7RTN6	STRADA	PMID:12805220		GO:0032147	activation of protein kinase activity	IDA			20061107		NCBITaxon:9606
ComplexPortal	UniProtKB:Q7RTN6	STRADA	PMID:19892943		GO:0032147	activation of protein kinase activity	IDA			20211018		NCBITaxon:9606
UniProt	UniProtKB:Q13888	GTF2H2	PMID:11445587		GO:1905776	positive regulation of DNA helicase activity	IDA			20190910	UniProtKB:P18074	NCBITaxon:9606
UniProt	UniProtKB:Q13882	PTK6	PMID:15539407		GO:0061099	negative regulation of protein tyrosine kinase activity	IDA			20111017		NCBITaxon:9606
MGI	UniProtKB:Q9HC29	NOD2	PMID:12527755		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20101104		NCBITaxon:9606
UniProt	UniProtKB:Q9HC29	NOD2	PMID:11385577		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20060207		NCBITaxon:9606
UniProt	UniProtKB:Q9HC29	NOD2	PMID:16203728		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20151117	GO:0032495	NCBITaxon:9606
UniProt	UniProtKB:Q9HC29	NOD2	PMID:21887730		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20131122		NCBITaxon:9606
UniProt	UniProtKB:Q9HC29	NOD2	PMID:24790089		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20160104	GO:0032495|CL:0011108|GO:0071356	NCBITaxon:9606
UniProt	UniProtKB:Q8TBX8	PIP4K2C	PMID:31091439		GO:0090217	negative regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity	IMP			20201117		NCBITaxon:9606
UniProt	UniProtKB:Q8TC84	FANK1	PMID:20978819		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20170705		NCBITaxon:9606
UniProt	UniProtKB:P36507	MAP2K2	PMID:8388392		GO:0071902	positive regulation of protein serine/threonine kinase activity	IDA			20120711		NCBITaxon:9606
UniProt	UniProtKB:P16035	TIMP2	PMID:9573338		GO:1905049	negative regulation of metallopeptidase activity	IDA			20161012		NCBITaxon:9606
BHF-UCL	UniProtKB:P04637	TP53	PMID:10597287		GO:0051974	negative regulation of telomerase activity	IDA			20151222		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q92542	NCSTN	PMID:12297508		GO:0010950	positive regulation of endopeptidase activity	IMP			20201110	UniProtKB:P49768|UniProtKB:P49810	NCBITaxon:9606
ARUK-UCL	UniProtKB:Q92542	NCSTN	PMID:12763021		GO:0010950	positive regulation of endopeptidase activity	IGI	UniProtKB:P05067|UniProtKB:P49768		20201110		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q92542	NCSTN	PMID:15274632		GO:0043085	positive regulation of catalytic activity	IDA			20041005		NCBITaxon:9606
UniProt	UniProtKB:P04629	NTRK1	PMID:15488758		GO:0043547	positive regulation of GTPase activity	IDA			20111115		NCBITaxon:9606
UniProt	UniProtKB:P04629	NTRK1	PMID:15488758		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20111115		NCBITaxon:9606
BHF-UCL	UniProtKB:Q8WZ42	TTN	PMID:9804419		GO:0045859	regulation of protein kinase activity	IMP			20081104		NCBITaxon:9606
BHF-UCL	UniProtKB:Q8WZ42	TTN	PMID:9804419		GO:0050790	regulation of catalytic activity	IMP			20081104		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q9HBJ8	CLTRN	PMID:25534429		GO:0022898	regulation of transmembrane transporter activity	IGI	UniProtKB:Q9NP91		20200610	UniProtKB:Q9NP91|GO:1905737	NCBITaxon:9606
CAFA	UniProtKB:P46777	RPL5	PMID:18560357		GO:1904667	negative regulation of ubiquitin protein ligase activity	IDA			20170124		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9HBH7	BEX1	PMID:16314316		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20111208		NCBITaxon:9606
UniProt	UniProtKB:Q58G82	SYT14P1	PMID:23999003		GO:0032793	positive regulation of CREB transcription factor activity	IMP			20150317	CL:0000148	NCBITaxon:9606
UniProt	UniProtKB:Q86VP6	CAND1	PMID:12609982		GO:0043086	negative regulation of catalytic activity	IDA			20041105		NCBITaxon:9606
CAFA	UniProtKB:P01730	CD4	PMID:24942581		GO:0033674	positive regulation of kinase activity	IDA			20161130		NCBITaxon:9606
UniProt	UniProtKB:P01730	CD4	PMID:2118992		GO:0045860	positive regulation of protein kinase activity	IDA			20060224		NCBITaxon:9606
UniProt	UniProtKB:Q9HBF5	ST20	PMID:11857354		GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20180615		NCBITaxon:9606
UniProt	UniProtKB:Q03591	CFHR1	PMID:23487775		GO:0032091	negative regulation of protein binding	IMP			20170614	UniProtKB:P01027|UniProtKB:P06909	NCBITaxon:9606
UniProt	UniProtKB:Q8TBE1	CNIH3	PMID:20805473		GO:2000311	regulation of AMPA receptor activity	IDA			20110405		NCBITaxon:9606
UniProt	UniProtKB:P46527	CDKN1B	PMID:10918569		GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	IDA			20191016		NCBITaxon:9606
UniProt	UniProtKB:P46527	CDKN1B	PMID:28666995		GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	IDA			20171017		NCBITaxon:9606
GO_Central	UniProtKB:P46527	CDKN1B	PMID:8033212		GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	IDA			20200305	UniProtKB:P24941	NCBITaxon:9606
DisProt	UniProtKB:P46527	CDKN1B	PMID:16209941		GO:1990757	ubiquitin ligase activator activity	EXP			20220228		NCBITaxon:9606
GO_Central	UniProtKB:P46527	CDKN1B	PMID:8033212		GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	IDA			20200305	UniProtKB:P24941	NCBITaxon:9606
UniProt	UniProtKB:P46527	CDKN1B	PMID:19170105		GO:0033673	negative regulation of kinase activity	IDA			20090717		NCBITaxon:9606
UniProt	UniProtKB:P46527	CDKN1B	PMID:28666995		GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	IDA			20171017		NCBITaxon:9606
DisProt	UniProtKB:P46527	CDKN1B	PMID:8684460		GO:1904030	negative regulation of cyclin-dependent protein kinase activity	EXP			20220228		NCBITaxon:9606
CAFA	UniProtKB:P46527	CDKN1B	PMID:8684460		GO:1904030	negative regulation of cyclin-dependent protein kinase activity	IMP			20160817		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9BYP7	WNK3	PMID:16275913		GO:0032414	positive regulation of ion transmembrane transporter activity	IDA			20110426		NCBITaxon:9606
UniProt	UniProtKB:Q9BYP7	WNK3	PMID:16275913		GO:2000651	positive regulation of sodium ion transmembrane transporter activity	IDA			20110504		NCBITaxon:9606
UniProt	UniProtKB:Q9BYP7	WNK3	PMID:21613606		GO:2000651	positive regulation of sodium ion transmembrane transporter activity	IMP			20110829		NCBITaxon:9606
UniProt	UniProtKB:Q86TL2	STIMATE	PMID:26322679		GO:0032237	activation of store-operated calcium channel activity	IDA			20151008		NCBITaxon:9606
UniProt	UniProtKB:Q86TL2	STIMATE	PMID:26644574		GO:0032237	activation of store-operated calcium channel activity	IDA			20160324		NCBITaxon:9606
